kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
GEDIMINAS    RUDŽIONIS,5353.00,0.0,544900.0,0.0,0.0,0.0,42884.20
ASTA    NAZAROVIENĖ,0.00,0.0,4958.0,0.0,0.0,0.0,0.00
ZBIGNIEV    MACIEJEVSKI,9593.00,0.0,722350.0,0.0,40000.0,0.0,63950.57
VYTAUTAS ALEKSAS    LAZINKA,0.00,0.0,361550.0,0.0,200000.0,0.0,0.00
VYTAUTAS    GRICIUS,591.00,0.0,360000.0,0.0,40000.0,0.0,10165.28
ANDREJUS    GAIDAMAVIČIUS,3273.00,9216.0,0.0,0.0,0.0,0.0,24481.85
LAIMIS    BIKAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,4758.38
AUDRONIUS    AŽUBALIS,16653.00,0.0,111700.0,0.0,25000.0,0.0,114017.95
JOLITA    ALEKSEJŪNIENĖ,920.00,0.0,3300.0,0.0,0.0,0.0,14411.65
EDMUNDAS    VAITEKŪNAS,81498.00,0.0,18200.0,0.0,1083180.0,0.0,546317.19
ARTEMIJ    SITENKOV,0.00,0.0,0.0,0.0,150000.0,2500.0,11104.76
PAULIUS    SAUDARGAS,12283.00,129015.0,210000.0,0.0,5000.0,0.0,86694.55
EMILIS    MIKELĖNAS,0.00,0.0,0.0,0.0,46300.0,0.0,7596.00
VYTAUTAS ANTANAS    MATULEVIČIUS,16419.00,0.0,841582.0,0.0,1343.0,0.0,109459.56
SOFIJA    MATAREVIČ,8444.00,0.0,903118.0,0.0,60000.0,10000.0,56295.15
SVETLANA    MARTINKO,8253.00,46409.0,9000.0,0.0,10000.0,9000.0,55017.46
GEDIMINAS    KIRKILAS,14218.00,9459.0,0.0,0.0,339904.0,0.0,97845.60
ALGIMANTAS    JUOCEVIČIUS,14954.00,0.0,380001.0,0.0,64123.0,0.0,105285.18
RŪTA    JANKAUSKIENĖ,3277.00,0.0,133550.0,0.0,0.0,0.0,56905.34
VALDAS    SKARBALIUS,3352.00,0.0,0.0,0.0,15000.0,0.0,26424.76
ALMANTAS    PETKUS,12658.00,756000.0,43000.0,0.0,40000.0,194292.0,87011.31
ANGELINA    LABANAUSKIENĖ,6088.00,0.0,158893.0,0.0,122777.0,0.0,40589.80
VANDA    KRAVČIONOK,9936.00,0.0,206800.0,0.0,0.0,2900.0,69837.00
ALBINA    KAVALIAUSKAITĖ,4800.00,0.0,280000.0,0.0,20000.0,0.0,39797.95
JURGIS    JURKEVIČIUS,12307.00,135458.0,748924.0,0.0,54866.0,0.0,86418.53
AUDRIUS    JASIONIS,1885.00,0.0,190000.0,22000.0,295000.0,10000.0,35681.29
STASYS    BRUNDZA,13175.00,9877839.0,6888286.0,35000.0,3421828.0,101689.0,128387.72
VYTAUTAS    BERNATONIS,1800.00,0.0,1217731.0,0.0,0.0,0.0,20000.00
DANUTĖ    BEKINTIENĖ,14515.00,0.0,602443.0,0.0,23000.0,0.0,96768.00
VIRGINIJA    APANAVIČIENĖ,4020.00,3540.0,127600.0,0.0,2584.0,0.0,29404.74
RYTIS    ZABIELSKAS,17223.00,0.0,647992.0,0.0,0.0,0.0,118828.27
SIGITAS    VAIŠNORAS,5000.00,0.0,830000.0,343000.0,130000.0,311000.0,28034.46
ALGIS    STRELČIŪNAS,6422.00,0.0,532544.0,0.0,12190.0,0.0,42810.53
OKSANA    ROKAŠEVIČ,5434.00,0.0,0.0,0.0,1890.0,15000.0,36487.49
OLEGAS    RATIUKAS,0.00,0.0,186333.0,0.0,0.0,0.0,2458.06
ROMUALDA    POŠEVECKAJA,5742.00,300000.0,177000.0,0.0,50000.0,0.0,38277.32
JONAS    PINSKUS,8914.00,0.0,892300.0,50000.0,1102384.0,0.0,61157.09
ANŽELIKA    JANKOVSKAJA,0.00,0.0,220000.0,0.0,0.0,0.0,1200.00
ALGIRDAS    GENEVIČIUS,6289.00,400000.0,1262000.0,0.0,10000.0,10000.0,41928.02
VYTAUTAS    BUDNIKAS,7423.00,0.0,111388.0,0.0,35000.0,0.0,49486.58
ROMAS    ADOMAVIČIUS,8531.00,450000.0,35100.0,545702.0,110000.0,131830.0,96873.83
SERGEJ    URSUL,907.00,1029983.0,992216.0,0.0,62476.0,0.0,292906.97
JUZEF    TOMAŠEVIČ-JAKOVIČ,0.00,0.0,0.0,0.0,2296.0,0.0,2765.89
TATJANA    RINKEVIČIENĖ,181.00,320000.0,932000.0,0.0,0.0,0.0,7251.10
ROBERTAS    PRANCKŪNAS,6310.00,0.0,161000.0,0.0,50000.0,0.0,43068.75
ILONA    POPLAVSKAJA,375.00,0.0,11000.0,0.0,10000.0,0.0,8142.93
ALGIRDAS    PALECKIS,0.00,20000.0,615000.0,0.0,6.0,0.0,3975.11
VIAČESLAV    JANKELEVIČ,594.00,0.0,55000.0,0.0,128000.0,0.0,9600.00
Bronius    CICĖNAS,2620.00,0.0,198586.0,0.0,20000.0,0.0,20855.54
ROLANDAS    BORAVSKIS,667.00,0.0,0.0,0.0,0.0,0.0,4445.47
TADEUŠ    ANDŽEJEVSKI,4822.00,0.0,124197.0,0.0,4500.0,0.0,34090.75
RIMA    RAUKTIENĖ,9419.00,0.0,32998.0,0.0,44481.0,0.0,65391.53
EDIS    BUDGINAS,7323.00,0.0,80100.0,0.0,45000.0,0.0,54219.93
ALGIMANTAS    DUMBRAVA,13827.00,0.0,264132.0,0.0,30000.0,0.0,93945.60
RIMVYDAS    VELYKIS,7617.00,0.0,870000.0,0.0,20000.0,40000.0,55750.44
VYTAUTAS    JUCIUS,4547.00,0.0,26893.0,0.0,15000.0,0.0,36485.07
IGNAS    JONUŠAS,9933.00,0.0,500.0,0.0,121896.0,0.0,66004.01
DAIVA    JUKNEVIČIENĖ,4235.00,0.0,400.0,0.0,0.0,0.0,29826.61
KĘSTUTIS    GUDELEVIČIUS,1705.00,0.0,38193.0,0.0,8495.0,0.0,20872.28
SILVERIJUS    STATKUS,6506.00,61625.0,193250.0,0.0,300000.0,77200.0,46767.92
PAULIUS    PAULIONIS,6273.00,7900.0,15000.0,0.0,23000.0,0.0,53249.39
MARIUS    SKARUPSKAS,11818.00,5000.0,25000.0,0.0,40000.0,0.0,85987.82
ALGIS    MORTŪNAS,1955.00,64000.0,155000.0,0.0,0.0,0.0,19958.24
JONAS    IVOŠKA,288.00,0.0,3013000.0,144000.0,856555.0,274412.0,1922.73
EGIDIJUS    ČERNIUS,7941.00,438161.0,909903.0,0.0,106842.0,0.0,557463.31
VIRGINIJA    LABANAUSKIENĖ,0.00,0.0,50000.0,0.0,10000.0,0.0,1966.68
AUDRIUS    BANIONIS,4384.00,0.0,76100.0,0.0,10000.0,0.0,33153.86
LEONID    PLOTNIKOV,0.00,0.0,0.0,0.0,0.0,0.0,400.00
KĘSTUTIS    NORVILAS,5122.00,0.0,92000.0,0.0,0.0,0.0,36253.05
TOMAS    MERKYS,70.00,0.0,0.0,0.0,0.0,0.0,6411.72
ANDRIUS    JASONAS,0.00,205000.0,490000.0,0.0,45500.0,0.0,4795.54
VITALIJA    GRIGARAVIČIENĖ,0.00,0.0,80843.0,0.0,0.0,0.0,6805.00
VILMA    GALVYDIENĖ,823.00,0.0,286000.0,0.0,3000.0,0.0,10874.48
BIRUTĖ    PAUKŠTIENĖ,902.00,4500.0,457000.0,0.0,0.0,0.0,12810.42
DEIMANTAS PETRAS    RAŽANAUSKAS,0.00,0.0,275000.0,0.0,16000.0,15000.0,4681.82
NERIJUS    VARNAS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
STANISLAV    LITVINOVIČ,270.00,0.0,245000.0,0.0,30000.0,15000.0,5600.00
VALDAS    MIKALSKIS,15153.00,335000.0,280000.0,0.0,0.0,0.0,111119.12
INGRIDA    JANKAUSKIENĖ,377.00,0.0,100000.0,0.0,0.0,0.0,9893.82
LINAS    IMBRAZAS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
AURA    BARTAŠKIENĖ,0.00,0.0,750000.0,0.0,0.0,0.0,0.00
DOMANTAS    ČIRVINSKAS,11445.00,40000.0,89000.0,0.0,23000.0,0.0,82656.20
ODILIJA    LEKŠAITĖ,2533.00,0.0,0.0,0.0,0.0,0.0,20374.52
MARIUS    KARALIŪNAS,0.00,0.0,1750.0,0.0,800.0,10000.0,0.00
RASA    MISIENĖ,201.00,0.0,8500.0,0.0,0.0,0.0,12591.09
RIČARDAS    GREVIŠKIS,2155.00,0.0,10286.0,0.0,0.0,0.0,19603.93
ALGIMANTAS    JASULAITIS,7312.00,0.0,137000.0,0.0,0.0,0.0,54149.54
ARŪNAS    MARTINKĖNAS,5049.00,0.0,177461.0,0.0,5000.0,0.0,69381.61
JUOZAS    ŠLYŽIUS,0.00,130000.0,1000.0,0.0,4000.0,10000.0,503.53
DANGUOLĖ    GASILIAUSKIENĖ,517.00,0.0,133000.0,0.0,0.0,0.0,9085.50
JOLANDA    PETKUVIENĖ,1.00,0.0,1339491.0,0.0,105795.0,11000.0,1804.54
VIOLETA    SEILIUVIENĖ,11717.00,12000.0,330000.0,0.0,13000.0,150000.0,82893.17
ALFONSAS    VAIŠVILA,13945.00,0.0,28680.0,0.0,140000.0,0.0,92963.45
INGA    ČERNIŪTĖ,0.00,370000.0,600949.0,0.0,227951.0,0.0,265877.81
DANUTĖ    MARTINKĖNIENĖ,1600.00,765.0,49869.0,0.0,10000.0,0.0,15271.46
STASYS    DANIUS,0.00,0.0,464100.0,0.0,180000.0,0.0,107.27
SILVINIJA    SIMONAITYTĖ,240.00,0.0,17300.0,0.0,28000.0,0.0,7777.61
MYKOLAS    ZALUNSKIS,37013.00,0.0,305000.0,0.0,80000.0,0.0,251048.94
JURGIS    MIKAILA,0.00,0.0,167322.0,0.0,11000.0,0.0,3240.00
IVETA    SLABOŠEVIČIŪTĖ,5293.00,0.0,0.0,15000.0,200000.0,0.0,35704.75
RITA    NAUDUŽIENĖ,1641.00,0.0,100000.0,0.0,20000.0,0.0,15416.64
ARVYDAS    SABOCKIS,0.00,655823.0,554723.0,50000.0,219835.0,5000.0,8850.09
TOMAS    URBANAVIČIUS,4327.00,200000.0,940000.0,0.0,20000.0,6666.0,32383.12
ALGIRDAS    BELEVIČIUS,0.00,0.0,546750.0,0.0,16000.0,38400.0,780.85
ŽILVINAS    PUTRAMENTAS,17113.00,0.0,273000.0,0.0,200000.0,0.0,120346.39
VALENTINA    KOZLOVSKAJA,3679.00,0.0,2500.0,0.0,0.0,0.0,26736.69
VALERIJUS    LEGATAS,14795.00,0.0,2954265.0,0.0,570000.0,60864.0,115025.70
IRINA    NOVIKOVA,3003.00,709573.0,418000.0,0.0,0.0,0.0,23980.97
KASTYTIS    MASALSKAS,0.00,750000.0,60000.0,0.0,40000.0,0.0,0.00
AUŠRA    DEGUTYTĖ,4179.00,0.0,12000.0,0.0,5000.0,0.0,32712.73
VIRGINIJUS    VARANAVIČIUS,2059.00,0.0,166011.0,20000.0,82669.0,6630.0,37679.54
SERGEJUS    PETUCHAS,860.00,0.0,707000.0,0.0,20000.0,0.0,11077.11
NATALJA    ŠLIACHTIČ,5912.00,0.0,244479.0,0.0,77174.0,2808.0,39374.73
GALINA    KUZMIENĖ,4289.00,0.0,12000.0,21100.0,28000.0,1880.0,38756.35
ODETA    ŽERLAUSKIENĖ,3283.00,577115.0,917000.0,0.0,200000.0,0.0,30614.98
VIAČESLAV    ŽDANOVIČ,0.00,0.0,683575.0,0.0,75000.0,0.0,895.25
VYTAUTAS    SEKONAS,9730.00,0.0,140870.0,0.0,49000.0,0.0,64867.13
VALDEMAR    GEDRIS,353.00,7000.0,5000.0,0.0,4000.0,0.0,10052.06
SNIEGUOLĖ    VICHROVIENĖ,5916.00,0.0,0.0,0.0,42600.0,30000.0,42241.09
AUDRĖ    PREIKŠAITIENĖ,801.00,0.0,50000.0,0.0,0.0,0.0,11250.13
LAIMUTĖ    KAČERAUSKIENĖ,1343.00,0.0,43500.0,0.0,81417.0,0.0,27039.72
RIMAS    BERTAŠIUS,6681.00,20000.0,154123.0,0.0,20000.0,0.0,74142.20
EDGARAS    KUTURYS,5281.00,0.0,200798.0,0.0,33000.0,0.0,38489.58
ANTANAS    PUODYS,202.00,0.0,165000.0,10000.0,69485.0,0.0,7492.67
ALGIRDAS    GRICIUS,3750.00,0.0,107245.0,0.0,9000.0,0.0,27135.31
VAIDAS    RATKEVIČIUS,0.00,1994.0,47000.0,0.0,13590.0,0.0,0.00
MANFREDAS    ŽYMANTAS,5581.00,394390.0,800500.0,0.0,20000.0,0.0,50899.41
OVIDIJUS    URBANAVIČIUS,418.00,0.0,4000.0,0.0,138000.0,39000.0,11784.00
VYTAUTAS    KILČIAUSKAS,0.00,0.0,44300.0,0.0,20473.0,0.0,0.00
JUOZAS    GIRČYS,3892.00,141683.0,214722.0,0.0,113852.0,232602.0,34092.08
METAS    RAŽINSKAS,10255.00,0.0,256640.0,0.0,130000.0,69937.0,73363.66
VOITECHAS    VINSKEVIČIUS,0.00,15000.0,319216.0,12917.0,0.0,57964.0,0.00
AIDAS    MIKĖNAS,2272.00,22707.0,83000.0,0.0,31585.0,0.0,20424.93
KĘSTUTIS    MAČIULIS,7941.00,0.0,31000.0,0.0,65000.0,0.0,52937.42
VIRGINIJUS ANDRIUS    BUKAUSKAS,7441.00,50195.0,44000.0,0.0,21108.0,0.0,54966.53
ARNOLDAS    LINKEVIČIUS,0.00,31000.0,83859.0,0.0,50000.0,0.0,6241.25
TOMAS    STASKEVIČIUS,0.00,63187.0,708000.0,0.0,37000.0,15800.0,1128.46
ALINA    GOREVAJA,219.00,0.0,2700.0,0.0,20000.0,6030.0,5717.16
GINTAUTAS    PETRAVIČIUS,12077.00,0.0,128500.0,0.0,66100.0,0.0,80511.10
SIGITAS    BANKAUSKAS,2754.00,185600.0,526500.0,0.0,2500.0,0.0,43596.80
ANTANAS    MARČIULIONIS,0.00,0.0,5000.0,0.0,0.0,0.0,4614.58
SAULIUS    GIEDRAITIS,14801.00,0.0,331250.0,0.0,253852.0,3460.0,101074.01
DARIUS    JANKŪNAS,968.00,6269.0,15000.0,0.0,0.0,0.0,11678.72
RIMANTAS    ADOMAITIS,6190.00,0.0,105708.0,0.0,100000.0,0.0,42149.10
JOLANTA    SOLNYŠKINIENĖ,7445.00,6581.0,260500.0,0.0,52822.0,0.0,70139.17
PRANAS    VILKAS,196.00,0.0,135272.0,0.0,218000.0,29500.0,981.21
GIEDRĖ    VITIENĖ,6561.00,80000.0,192000.0,0.0,55500.0,0.0,48786.05
ANTANAS    BURINSKAS,4426.00,0.0,251022.0,0.0,318000.0,20000.0,34553.42
GINTARAS    STEPONĖNAS,0.00,70767.0,64000.0,0.0,4862.0,7100.0,5930.00
IVANAS    ROMANOVAS,8449.00,0.0,1200.0,0.0,40000.0,0.0,57526.19
RAJA    KRUPENINA,7050.00,37996.0,69000.0,0.0,5102.0,0.0,47599.84
MARIUS    VASILEVIČIUS,4936.00,15000.0,0.0,0.0,0.0,0.0,33719.72
DANGUOLĖ    JUOZAPAVIČIENĖ,6951.00,0.0,176000.0,0.0,46006.0,0.0,46337.31
GINTARAS JONAS    FURMANAVIČIUS,2064.00,372752.0,900000.0,174000.0,340700.0,44000.0,34457.84
SVETLANA    KAUZONIENĖ,10067.00,0.0,554415.0,0.0,180000.0,43500.0,71111.69
LIJANA    JAGINTAVIČIENĖ,1167.00,0.0,0.0,0.0,11910.0,0.0,18535.47
LARISA    DMITRIJEVA,1229.00,0.0,67630.0,0.0,80000.0,0.0,15401.72
AURIMAS    TRUNCĖ,11828.00,223507.0,220693.0,0.0,120887.0,0.0,151244.80
AIDAS    GEDVILAS,3348.00,0.0,3967206.0,0.0,601436.0,556400.0,24897.34
PAULIUS    KALINA,5960.00,0.0,0.0,0.0,7001.0,0.0,43998.59
SERGEJ    DMITRIJEV,5759.00,500000.0,632000.0,19000.0,30000.0,0.0,38391.28
JONAS    KONDROTAS,8995.00,0.0,131763.0,0.0,74577.0,3140.0,60845.80
VITALIJA    VONŽUTAITĖ,1467.00,0.0,0.0,0.0,50000.0,0.0,14910.29
VIKTORAS    FIODOROVAS,0.00,40570.0,43000.0,0.0,15350.0,0.0,151050.30
VYTAUTAS    GAPŠYS,13998.00,307552.0,0.0,0.0,38000.0,0.0,93570.83
VIKTOR    USPASKICH,6923.00,875161.0,2181732.0,14747204.0,5389091.0,37720300.0,1653769.13
VIAČESLAV    GVOZDAS,6356.00,20000.0,0.0,0.0,0.0,0.0,42470.44
VIDMANTAS    KURAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,2600.88
LINA    AMBRAŠKIENĖ,1074.00,50000.0,50000.0,0.0,0.0,0.0,15195.42
JULIJA    ILJINA,2556.00,80000.0,181000.0,0.0,0.0,0.0,21000.15
VLADIMIR    KISELIOV,1167.00,0.0,252900.0,0.0,0.0,100000.0,12781.78
JURIJ    AVDEJEV,0.00,0.0,23100.0,0.0,0.0,0.0,3525.99
TADAS    MILIAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
DANUTĖ    RUPLYTĖ,0.00,0.0,224100.0,0.0,0.0,0.0,0.00
REDA    KNIURAITĖ,0.00,0.0,0.0,0.0,0.0,0.0,4699.08
IRINA    KSENZOVA,0.00,0.0,0.0,0.0,0.0,0.0,0.00
ALDONA    ZAUKIENĖ,4282.00,0.0,34000.0,0.0,0.0,0.0,30315.10
IRENA    KERŠULIENĖ,0.00,0.0,0.0,0.0,7500.0,0.0,121.25
VALDAS    SLAVINSKAS,1002.00,0.0,202000.0,0.0,0.0,0.0,12400.00
GINTAUTAS    SKEIRIS,0.00,0.0,358000.0,0.0,35000.0,0.0,0.00
LAIMA    ROMERYTĖ,311.00,0.0,0.0,0.0,0.0,0.0,8913.17
UGNIUS    MEČIONIS,0.00,0.0,0.0,0.0,0.0,0.0,4351.43
ALMANTAS    MAIŽIEŠIUS,2051.00,84969.0,111699.0,0.0,0.0,0.0,21289.11
AUDRONĖ    ŠIAUČIŪNIENĖ,321.00,0.0,143000.0,0.0,8000.0,0.0,8152.72
RYMANTAS    JURGELAITIS,2426.00,22177.0,0.0,0.0,10000.0,12000.0,21777.35
LAIMA    VILEIKIENĖ,904.00,0.0,892680.0,0.0,0.0,0.0,9034.27
DRĄSUTIS    PREDKUS,127.00,0.0,116236.0,0.0,0.0,0.0,6253.33
NIJOLĖ    ŠIUGŽDINIENĖ,2106.00,0.0,0.0,0.0,0.0,0.0,18000.00
AUKSĖ    KRUKAUSKIENĖ,19241.00,105000.0,207000.0,0.0,0.0,0.0,129024.17
KĘSTUTIS    ROKAS,0.00,0.0,220001.0,0.0,0.0,10000.0,10090.00
RUSLAN    KARAPETROV,3384.00,125000.0,140000.0,0.0,0.0,0.0,31863.33
LAIMUTĖ    DUDONIENĖ,674.00,0.0,58000.0,0.0,0.0,0.0,10046.57
AUŠRA    STRAVINSKAITĖ-BALIŪNIENĖ,2844.00,0.0,8400.0,0.0,0.0,0.0,22102.52
VITALIJUS    BERGAUDAS,7499.00,36980.0,30600.0,0.0,0.0,0.0,51759.81
AELITA    PAULAUSKIENĖ,0.00,0.0,0.0,0.0,0.0,0.0,0.00
DAIVA    MIEŽETIENĖ,3366.00,0.0,0.0,0.0,0.0,0.0,26499.76
KRISTINA    GALDIKAITĖ,1934.00,6040.0,6000.0,0.0,6010.0,0.0,19133.31
VIRGINIJA    REMEIKIENĖ,2854.00,0.0,165000.0,0.0,20000.0,0.0,26229.90
ALGIRDAS    STANKUS,4906.00,102000.0,47100.0,0.0,0.0,0.0,33554.19
ARTŪRAS    KARAKAS,3202.00,235000.0,90000.0,0.0,0.0,0.0,31098.64
AIDANAS    BUTKUS,128.00,0.0,5000.0,0.0,0.0,0.0,3951.00
EDITA    KALIŪNIENĖ,0.00,0.0,90000.0,0.0,0.0,0.0,0.00
RENATA    MICKŪNAITĖ,310.00,121349.0,250500.0,0.0,7000.0,0.0,10098.29
BIRUTĖ    JANKAUSKIENĖ,0.00,198119.0,262500.0,0.0,5000.0,0.0,0.00
GINTAUTAS    ČIŽAUSKAS,2648.00,0.0,17729.0,0.0,21000.0,0.0,21012.50
VYKINTAS    STUMBRYS,6631.00,0.0,101500.0,0.0,8900.0,0.0,44209.26
JONAS    POVILIONIS,4068.00,0.0,17000.0,0.0,6800.0,0.0,32592.82
DIJANA    MEŠKAUSKIENĖ,6363.00,0.0,151020.0,0.0,22000.0,0.0,44017.09
EDGARAS    PILYPAITIS,4379.00,9922.0,98000.0,0.0,3458.0,0.0,33007.63
VYTAUTAS    GIMŽAUSKAS,254.00,0.0,68599.0,0.0,108560.0,5000.0,47278.98
INDRĖ    POCIŪTĖ-LEVICKIENĖ,12223.00,0.0,0.0,0.0,30642.0,0.0,81584.31
ALGIMANTAS    VAITKUS,8127.00,0.0,262600.0,0.0,126000.0,0.0,54182.03
EVALDAS    MACEIKA,5379.00,0.0,154948.0,0.0,24604.0,0.0,36180.97
ROBERTAS    ŠARKNICKAS,2895.00,14000.0,7000.0,0.0,0.0,0.0,25600.15
RASA    KONTAUTIENĖ,5167.00,20344.0,45000.0,0.0,0.0,0.0,41148.67
DARIUS    ŽEBRAUSKAS,1944.00,170000.0,531500.0,0.0,22000.0,0.0,17515.08
JONAS    MILIERIUS,1175.00,0.0,79000.0,0.0,18100.0,0.0,12825.73
POVILAS    TAMOŠAUSKAS,15292.00,0.0,170836.0,0.0,188942.0,221273.0,124901.36
SIGITAS    ČIRBA,11150.00,124974.0,256770.0,0.0,61239.0,1729.0,82097.05
ŽUŽUNA    TOLEIKIENĖ,3545.00,0.0,220000.0,0.0,0.0,0.0,25995.91
ALGIS    RUDYS,6141.00,11100.0,76150.0,0.0,11517.0,0.0,48957.18
EGIDIJUS    GIEDRAITIS,6935.00,0.0,777630.0,0.0,24971.0,19100.0,66158.45
ALFREDAS    JONUŠKA,9565.00,0.0,74861.0,0.0,86388.0,0.0,70292.11
GIEDRIUS    GRAŽULIS,1297.00,0.0,0.0,0.0,0.0,0.0,8645.00
ANTANAS JUOZAS    KAZAKEVIČIUS,347.00,0.0,65218.0,0.0,4516.0,100.0,7586.55
ALFREDA    TAMOŠEVIČIENĖ,2383.00,200000.0,165960.0,0.0,20000.0,0.0,19539.13
ERIKA    KIŽIENĖ,7452.00,332341.0,795460.0,0.0,0.0,25730.0,65120.91
JONAS    BUČINSKAS,8970.00,0.0,44187.0,50000.0,79440.0,27622.0,62660.62
DAINIUS    BARDAUSKAS,6863.00,0.0,90289.0,0.0,65000.0,0.0,46302.25
POVILAS    KARVELIS,8396.00,13500.0,346073.0,0.0,30000.0,0.0,74175.80
JONAS    CIMBOLAITIS,4470.00,102641.0,381000.0,0.0,0.0,0.0,31132.00
LIUTAURAS    DIRSĖ,1352.00,0.0,40000.0,0.0,119.0,0.0,13813.36
SAULIUS    BUDRYS,7741.00,0.0,1372000.0,729803.0,93000.0,330000.0,51604.26
JADVYGA    DUNAUSKAITĖ,4861.00,6204.0,21603.0,0.0,41402.0,0.0,38210.89
RAMŪNAS    ALMINAS,3859.00,0.0,151985.0,0.0,0.0,0.0,28236.98
VIRGINIJA    RADZIŠAUSKIENĖ,1073.00,0.0,108470.0,0.0,1027.0,0.0,13382.49
ALMA    RADVILĖ,6771.00,0.0,17000.0,0.0,7818.0,0.0,45140.94
LAIMUTĖ    STEPONAVIČIENĖ,7314.00,37000.0,85000.0,0.0,0.0,0.0,48760.54
KĘSTUTIS    BUIVIDAS,1728.00,220293.0,413324.0,180000.0,145000.0,97300.0,21600.00
JUOZAS    MAŽEIKA,8829.00,0.0,252000.0,0.0,46780.0,0.0,60661.44
ASTA    BEIERLE EIGIRDIENĖ,6636.00,0.0,415000.0,0.0,227000.0,0.0,44238.59
GINTAUTAS    RADŽIUKYNAS,9512.00,0.0,829109.0,0.0,96193.0,0.0,100991.79
RAIMONDAS    PANKEVIČIUS,0.00,0.0,180000.0,0.0,190000.0,0.0,4736.12
VITAS    SADAUSKAS,6768.00,0.0,501600.0,0.0,90000.0,2000.0,52260.63
EDITA    GUDIŠAUSKIENĖ,10429.00,0.0,4200.0,0.0,121021.0,0.0,73127.93
ARŪNAS    BARBŠYS,8466.00,0.0,74475.0,0.0,86515.0,0.0,60938.55
MINDAUGAS PETRAS    BALAŠAITIS,7192.00,388026.0,1063200.0,0.0,10000.0,0.0,57873.31
SIMAS    SALICKAS,9299.00,0.0,38512.0,0.0,57967.0,0.0,61996.50
ALFONSAS    VILDŽIŪNAS,6951.00,0.0,3000.0,0.0,5000.0,2000.0,46342.03
AGNETA    LADEK,6055.00,0.0,680000.0,0.0,100000.0,0.0,44416.57
REGINA    LUKOŠEVIČIENĖ,5228.00,0.0,125000.0,0.0,105000.0,6528.0,35342.30
AURIMAS    NAUSĖDA,6726.00,0.0,0.0,0.0,11314.0,0.0,46637.50
ŠARŪNAS    LAUŽIKAS,6077.00,52698.0,373673.0,271863.0,120900.0,0.0,222629.84
VALDAS    PILECKAS,6985.00,0.0,91288.0,0.0,69000.0,0.0,46568.66
KĘSTUTIS    DAINIUS,11614.00,0.0,35600.0,0.0,320000.0,0.0,87565.12
RASA    PETRAUSKIENĖ,5114.00,0.0,219193.0,0.0,82001.0,2000.0,36208.68
DOBILAS    KURTINAITIS,7718.00,0.0,56087.0,0.0,2547.0,0.0,51450.38
VILHELMINAS    JANUŠONIS,1126.00,0.0,362379.0,0.0,29805.0,0.0,127519.03
NERIJUS    JOCYS,4273.00,14000.0,8000.0,0.0,0.0,0.0,36056.45
PETRAS    MUSTEIKIS,1805.00,0.0,23200.0,0.0,35000.0,0.0,16325.74
INGA    BILIŪNAITĖ,3604.00,0.0,50240.0,0.0,35000.0,0.0,26320.59
LORETA    KUDARIENĖ,0.00,0.0,150434.0,0.0,27994.0,0.0,5027.79
POVILAS    BALČIŪNAS,7261.00,0.0,101209.0,0.0,421476.0,0.0,60848.37
PRANAS    JACIUNSKAS,15286.00,0.0,356352.0,8000.0,107990.0,8300.0,104540.98
VYGANTAS    GUDĖNAS,7851.00,0.0,171693.0,0.0,19574.0,18923.0,58483.52
GINTARĖ    SKAISTĖ,3478.00,0.0,259730.0,0.0,33000.0,77385.0,176502.72
SIGUTIS    OBELEVIČIUS,12437.00,0.0,21150.0,0.0,3029.0,0.0,85299.46
LORETA    KALNIKAITĖ,5995.00,40000.0,0.0,0.0,88730.0,0.0,44023.48
BIRUTĖ    KAŽEMĖKAITĖ,7432.00,0.0,91735.0,0.0,159000.0,0.0,53314.18
VILHELM    HAASE,6492.00,0.0,208120.0,0.0,30479.0,31172.0,43876.78
ALGIS    URBONAS,9848.00,0.0,18274.0,0.0,27000.0,5500.0,65315.68
LIUDVIKAS    SABUTIS,14589.00,0.0,251108.0,0.0,181765.0,0.0,104571.16
SAULIUS    PEČELIŪNAS,14412.00,0.0,52730.0,0.0,155104.0,0.0,97845.60
MANTAS    ADOMĖNAS,9617.00,1032481.0,635000.0,0.0,71229.0,308312.0,85487.23
ČESLOVAS    STONYS,1140.00,0.0,7000.0,0.0,19000.0,0.0,21038.45
ALGIRDAS    JANKAUSKAS,0.00,10600.0,0.0,0.0,0.0,0.0,6011.95
LINAS    ŠALNA,7450.00,60000.0,330000.0,0.0,0.0,0.0,226752.16
EDVARDAS    ŠALKAUSKAS,2281.00,0.0,0.0,0.0,0.0,55000.0,18970.55
AUDRIUS    MALAKAUSKAS,3434.00,0.0,0.0,0.0,6000.0,0.0,25378.97
ALVITA    ARMANAVIČIENĖ,93.00,0.0,452000.0,0.0,0.0,0.0,6463.00
GENOVAITĖ    RAČINSKIENĖ,5697.00,0.0,154300.0,0.0,136186.0,0.0,37977.44
LEONARDA    KUODIENĖ,8135.00,0.0,2000.0,0.0,6000.0,0.0,54232.15
